"URL","ASIN","Title","Brand","Fulfillment","Category","BSR","Subcategory","Price","Price Trend (90 days) (%)","Monthly Sales","Sales Trend (90 days) (%)","Monthly Revenue","Review Count","Reviews Rating","Seller","Number of Active Sellers","Last Year Sales","Sales Year Over Year (%)","Size Tier","Width","Height","Length","Weight","Storage Fee (Jan - Sep)","Storage Fee (Oct - Dec)","Best Sales Period","Age (Month)","Number of Images","Variation Count","Sales to Reviews"
"https://amazon.com/dp/B07Y26TSV8","B07Y26TSV8","Wildflower Limited Edition Cases Compatible with iPhone 11 Pro (Blue Plaid)","Wildflower","FBA","Cell Phones & Accessories",36411,"Basic Cases",35,"N/A",122,-35,4270,1103,4.5,"Majdell  Group",1,1486,-60,"Large Standard-Size",6.6929133858268,7.5590551181102,1.5748031496063,0.2205,31.81371192138709,110.65638929178118,"12/01/2021",43,3,102,0.11
"https://amazon.com/dp/B07XR189JQ","B07XR189JQ","ISADENSER iPhone 11 Case iPhone 11 Cover Clear Soft TPU Glitter Stylish with air Thicked Corner 3D Hearts Quicksand Shiny Flowing Liquid Protective Cover for iPhone 11 6.1 inch Paris Tower YB","ISADENSERR","FBA","Cell Phones & Accessories",275944,"Basic Cases",10.99,"N/A",1,-117,10.99,53,4.4,"ISADENSER",2,32,-14,"Small Standard-Size",3.5,6,0.6,0.14994,5.03125,17.5,"12/01/2021",42,6,0,0.02
"https://amazon.com/dp/B082241VWV","B082241VWV","ISADENSER Samsung S7 Edge Case Galaxy S7 Edge Case Ultra-Slim Glitter Bling Diamond Luxury Plating Silicon TPU Soft Cover with Ring Stand Holder for Samsung Galaxy S7 Edge,Silver TPU with Stand Holder","ISADENSERR","FBA","Cell Phones & Accessories",199166,"Basic Cases",10.98,"N/A",3,0,32.94,36,3.8,"ISADENSER",1,53,-55,"Small Standard-Size",3.7007874015748,7.5590551181102,0.5,0.0441,5.585177837022309,19.426705520077597,"03/01/2022",41,4,6,0.08
"https://amazon.com/dp/B07YC9XKHY","B07YC9XKHY","Needle Felting Needles Felting Kit Felting Wool Needle Felting Supplies for Beginners+❤️unique case ❤️","Athena YY","FBM","Arts, Crafts & Sewing",519672,"Needles",11.99,"N/A",0,0,0,54,3.9,"Family perfectionism",1,"N/A","N/A","Large Standard-Size",3.8,8.9,1.5,0.240345,"N/A","N/A","06/01/2021",44,7,0,0
"https://amazon.com/dp/B07FQ3S5GZ","B07FQ3S5GZ","Rivers Edge Products Retro Metal Tin Sign, 17"" x 12"" Weatherproof Metal Wall Art for Indoor or Outdoor Decor, Vintage Man Cave, Bar, Cabin, Garage, or Home Decor, Two Things Bible Guns","Rivers Edge Products","FBM","Office Products",706065,"Store Signs",15.96,81,0,0,0,4,4.4,"REP Outdoor Group",2,3,200,"Large Standard-Size",13,1,18,0.25,"N/A","N/A","12/01/2022",58,1,2,0
"https://amazon.com/dp/B07QK2GZQZ","B07QK2GZQZ","LINGPAR 75 Years Birthday Cake Topper - New Best Crystal Rhinestone 75th Wedding Anniversary Or 75 Years Old Cake Topper Party Decoration Gold  ","LINGPAR","FBA","Grocery & Gourmet Food",116241,"Cake Toppers",10.99,"N/A",1,0,10.99,33,4.6,"LINGPAR",1,110,-19,"Small Standard-Size",7.9133858267717,10.07874015748,0.15748031496063,0.169785,5.015338114665606,17.44465431188037,"10/01/2022",49,7,0,0.03
"https://amazon.com/dp/B01CDJ7XDW","B01CDJ7XDW","LA Police Gear Men's Operator Tactical Short Sleeve Polo Shirt, Lightweight Anti-Wrinkle Uniform Short Sleeve Polo Shirt for Men - Charcoal - XLarge","LA Police Gear","FBA","Clothing, Shoes & Jewelry",228112,"Polos",24.99,"N/A",73,-28,1824.27,1119,4.3,"LA Police Gear",1,991,-24,"Large Standard-Size",6.0629921259843,8.4251968503937,2.2834645669291,0.70119,46.57648286206427,162.00515778109312,"06/01/2021",74,7,54,0.07
"https://amazon.com/dp/B07RV63B9Z","B07RV63B9Z","NI1321164 OE Style Powered+Heated+Turn Signal Right Side View Door Mirror Compatible with Altima Sedan 07-12","Auto Dynasty","FBM","Automotive",616715,"Exterior Mirrors",63.88,"N/A",3,-50,191.64,6,3.7,"Auto Dynasty",1,22,"N/A","Large Standard-Size",13,7,15,3.31,"N/A","N/A","03/01/2023",48,4,3,0.5
"https://amazon.com/dp/B07T3HJZDK","B07T3HJZDK","Factory Direct Partners 10037-GYYE Rectangle Activity School and Classroom Kids Table (36"" x 72""), Toddler Legs, Adjustable Height 15-24"" - Gray Top and Yellow Edge","Factory Direct Partners","Amazon","Office Products",37348,"Activity Tables",349.99,-6,162,-13,56698.38,308,4.3,"Amazon",1,2008,-3,"Large Oversize",39,4,75,108,"N/A","N/A","08/01/2022",41,1,583,0.53
"https://amazon.com/dp/B07T3H31TB","B07T3H31TB","Factory Direct Partners 10033-GYNV Rectangle Activity School and Classroom Kids Table (36"" x 60""), Toddler Leg, Adjustable Height 15-24"" - Gray Top and Navy Edge","Factory Direct Partners","Amazon","Office Products",37348,"Activity Tables",298.89,-4,162,-13,48420.18,308,4.3,"Amazon",1,2008,-3,"Large Oversize",40,4,63,77,"N/A","N/A","08/01/2022",46,2,583,0.53
