"URL","ASIN","Title","Brand","Fulfillment","Category","BSR","Subcategory","Price","Price Trend (90 days) (%)","Monthly Sales","Sales Trend (90 days) (%)","Monthly Revenue","Review Count","Reviews Rating","Seller","Number of Active Sellers","Last Year Sales","Sales Year Over Year (%)","Size Tier","Width","Height","Length","Weight","Storage Fee (Jan - Sep)","Storage Fee (Oct - Dec)","Best Sales Period","Age (Month)","Number of Images","Variation Count","Sales to Reviews"
"https://amazon.com/dp/B08DQZ72CQ","B08DQZ72CQ","Zipper Mouth Covering With Comfortable Ear Loops, Unisex Adult Protection Easy To Drink Outdoor Protective Black Coverings, Reusable Washable Uv Sunscreen Summer Cool Mouth Opening Guard (Yellow)","MOVERV","FBM","Tools & Home Improvement",485642,"Disposable Cup Dust Safety Masks",6.99,"N/A",0,0,0,80,4,"UNIQUO",1,5,-99,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","04/01/2021",32,7,4,0
"https://amazon.com/dp/B08M49782F","B08M49782F","Amanti Art Beveled Wood Bathroom Mirror (28 x 40 in.), Forged Pewter Frame - Wall Mirror Silver, Large","Amanti Art","Amazon","Home & Kitchen",638373,"Mirrors",401.04,"N/A",2,-83,802.08,31,4.2,"Amazon",2,22,"N/A","Medium Oversize",33.04,3.62,44.29,25,"N/A","N/A","02/01/2023",30,6,54,0.06
"https://amazon.com/dp/B086RSHFDF","B086RSHFDF","PUMA womens Bari Slip on Sneaker, White, 7.5 US","PUMA","FBM","Clothing, Shoes & Jewelry",75902,"Fashion Sneakers",49.95,12,421,-15,21028.95,1324,4.4,"SHOEBACCA",1,"N/A","N/A","Large Standard-Size",7.1,11.6,3.9,1.64934,"N/A","N/A","04/01/2023",37,8,230,0.32
"https://amazon.com/dp/B08JCQP6Y5","B08JCQP6Y5","DragonLight 15W Super Bright Corn LED Light Bulbs (150 Watt Equivalent) - E12 Small Base LED Candelabra Lamp - 6000K Daylight 1,800 Lumens Non-dimmable LED Chandelier Bulb, Pack of 4","DragonLight","FBA","Industrial & Scientific",124347,"LED Bulbs",31.99,"N/A",78,-50,2495.22,359,4.5,"DragonLight Official Store",1,961,"N/A","Large Standard-Size",5.2755905511811,7.2834645669291,1.3779527559055,0.7497,21.142131700820418,73.53784939415797,"07/01/2022",30,7,7,0.22
"https://amazon.com/dp/B08LTM86JK","B08LTM86JK","Allmart 5 Pieces Spoke Tool Kit Bike Spoke Wrench with Rubber Handle, Repair Bicycle Easily, Includes 8 Cut Open Bicycle Spoke Wrench, Tire Lever, Y-Type Hex Wrench, and Y-Type Socket Wrench","Allmart","FBM","Sports & Outdoors",1367341,"Parts & Components",29.78,-1,0,0,0,14,3.9,"yin69",2,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","05/01/2021",30,5,2,0
"https://amazon.com/dp/B01KQIKDXO","B01KQIKDXO","Sport-Tek Adult Unisex Long Sleeve Competitor Tee (Small, Neon Pink)","SPORT-TEK","FBM","Clothing, Shoes & Jewelry",334773,"T-Shirts",11.9,20,29,-71,345.1,3,4.2,"Bell Street Wear",5,688,111,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","10/01/2022",57,1,122,9.67
"https://amazon.com/dp/B08NRPG8JH","B08NRPG8JH","Silver Lilly - Buffalo Plaid Pajama Short Romper for Women - Holiday Jammies (Red, XLarge)","Silver Lilly","FBA","Clothing, Shoes & Jewelry",3834685,"Women",29.99,"N/A",0,0,0,6,4.4,"Silver Lilly",1,4,-56,"Large Standard-Size",12.09,12.28,1.97,1.100295,116.7874689583333,406.2172833333332,"12/01/2021",30,6,4,0
"https://amazon.com/dp/B084ZQJ1F2","B084ZQJ1F2","Monroe Front and Rear Struts & Shock Absorbers Kit For Nissan Pathfinder 13-15","Newparts","FBM","Automotive",1639584,"Complete Assemblies",277.95,-13,2,-85,555.9,3,3.7,"Newparts",1,12,50,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","03/01/2023",30,1,0,0.67
"https://amazon.com/dp/B07K17ZBZT","B07K17ZBZT","Bella + Canvas Unisex Jersey Long-Sleeve T-Shirt 2XL EMERALD TRIBLEND","Bella Canvas","FBM","Clothing, Shoes & Jewelry",885716,"T-Shirts",17.54,-5,0,-100,0,64,4.6,"ClothingAuthority",22,1,"N/A","Large Standard-Size",4,2,4,5,"N/A","N/A","11/01/2022",49,4,44,0
"https://amazon.com/dp/B08BRXVCT7","B08BRXVCT7","FITTOO Women's High Waisted Scrunch Butt Shorts Pockets Ruched Yoga Pants Push up Leggings Floral Stripe Blue S","FITTOO","FBA","Clothing, Shoes & Jewelry",61932,"Shorts",11.99,"N/A",355,2,4256.45,2325,4.3,"FITTOO",1,3392,-29,"Large Standard-Size",5.6,10,1.3,0.099225,29.06944444444444,101.1111111111111,"05/01/2021",32,5,315,0.15
