"URL","ASIN","Title","Brand","Fulfillment","Category","BSR","Subcategory","Price","Price Trend (90 days) (%)","Monthly Sales","Sales Trend (90 days) (%)","Monthly Revenue","Review Count","Reviews Rating","Seller","Number of Active Sellers","Last Year Sales","Sales Year Over Year (%)","Size Tier","Width","Height","Length","Weight","Storage Fee (Jan - Sep)","Storage Fee (Oct - Dec)","Best Sales Period","Age (Month)","Number of Images","Variation Count","Sales to Reviews"
"https://amazon.com/dp/B005P8XCMK","B005P8XCMK","Business Plan Template for Driveway Sealing Seal Coating Service","BizPlans4u","FBM","Software",6187,"Business Planning",14.97,"N/A",0,-146,0,0,"N/A","BizPlans4u",1,5,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","01/01/2023",64,5,0,"N/A"
"https://amazon.com/dp/B009JWMJIG","B009JWMJIG","How To Start - Freight Broker Logistics Service - BUSINESS PLAN + MARKETING PLAN = 2 PLANS!","BizPlans4u","FBM","Software",6927,"Business Planning",24.97,"N/A",0,0,0,4,4.6,"BizPlans4u",1,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","-",76,1,0,0
"https://amazon.com/dp/B000TUEBA6","B000TUEBA6","Print Artist 4.0 for Pc","Sierra Home","-","Software",8966,"Greeting Cards",36,"N/A",0,0,0,2,3.5,,1,"N/A","N/A","Small Standard-Size",4.2,4.9,0.2,0.20003423517,"N/A","N/A","-",113,1,0,0
"https://amazon.com/dp/B0000CBJ8V","B0000CBJ8V","Macromedia ACAD DREAMWEAVER MX 2004 ( DWD070D400 )","Macromedia","-","Software",9458,"Web Effects",299.97,-1,0,0,0,2,5,,1,"N/A","N/A","Large Standard-Size",8.2,1.4,9.7,0.3,"N/A","N/A","-",112,1,0,0
"https://amazon.com/dp/B0098LXQUI","B0098LXQUI","How to Start a Private School Plus Business Plan","HowToStartABusinessDB","FBM","Software",6817,"Business Planning",29.95,"N/A",0,0,0,0,"N/A","BizPlanDB",1,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","-",74,5,0,"N/A"
"https://amazon.com/dp/B0B1Z82RMH","B0B1Z82RMH","GEDDES Password Reset Recovery Pro USB and DVD Set NEW 2022 For Windows 10, 8.1, 7, Vista, XP Rated #1 Best Password Reset Recovery Unlock Software For All Windows 32 & 64-Bit Laptops & Desktops.","Generic","FBM","Software",940,"PC Maintenance",17.98,"N/A",6,25,107.88,"N/A","N/A","Geddes",1,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","07/01/2022",10,7,0,"N/A"
"https://amazon.com/dp/B017RZWD0K","B017RZWD0K","SOLIDWORKS 2016: Sheet Metal Design – Video Training Course","TEDCF Publishing","FBA","Software",10213,"Training",119.95,"N/A",0,0,0,0,"N/A","TEDCF Publishing",1,"N/A","N/A","Small Standard-Size",2.9,0.4,4.1,0.061674008810573,1.8990972222222218,6.605555555555554,"-",86,7,0,"N/A"
"https://amazon.com/dp/B00009ZLJQ","B00009ZLJQ","Instant Immersion Italian Deluxe","Topics Entertainment","FBM","Software",10475,"Languages",4.79,-40,0,0,0,17,3,"Big Frog Gifts",1,"N/A","N/A","Large Standard-Size",5.3,1.3,7.6,0.55,"N/A","N/A","-",144,6,0,0
"https://amazon.com/dp/B001U7VGOG","B001U7VGOG","Lotus Smartsuite Millennium Edition 9.5 Release","Lotus","FBM","Software",8060,"Business & Office",139.99,"N/A",0,0,0,2,4,"Broadband ERA",1,"N/A","N/A","Large Standard-Size",7.6,3.4,9.6,2.55,"N/A","N/A","-",64,1,0,0
"https://amazon.com/dp/B0023R30V4","B0023R30V4","IBM OS/2 Warp Connect 3.0 w/Bonus Pak","IBM","FBA","Software",9752,"Operating Systems",49.95,"N/A",0,0,0,0,"N/A","Rancho Horimono",1,"N/A","N/A","Large Standard-Size",8.2,3.2,9.6,4.45,100.58666666666663,349.86666666666656,"-",144,1,0,"N/A"
"https://amazon.com/dp/B00345XP7I","B00345XP7I","Inspiration 9","Inspiration Software","FBA","Software",2625,"Education & Reference",99.99,"N/A",0,0,0,41,3,"Super golden games",1,11,267,"Large Standard-Size",5.6,1.3,7.7,0.35,22.383472222222217,77.85555555555554,"10/01/2022",144,2,0,0
"https://amazon.com/dp/B0009MHZVQ","B0009MHZVQ","Sesame Street Get Set to Learn","Encore","FBM","Software",5521,"Children's",35,"N/A",0,0,0,3,5,"ThriftBooks - Motor City",1,"N/A","N/A","Small Standard-Size",5.3,0.6,7.4,0.4,"N/A","N/A","-",64,2,0,0
"https://amazon.com/dp/B07JYBXPCR","B07JYBXPCR","Microsoft Windows Server 2019 | 5 Device CAL | License | CALs are required by Microsoft licensing for all users or devices that access Windows Server - OEM","Microsoft","FBM","Software",2365,"Operating Systems",170.04,1,3,0,500.85,3,4.5,"Amazon Global Store UK",1,21,"N/A","Large Standard-Size",5.2,7.4,1,0.099225,"N/A","N/A","06/01/2022",52,2,0,1
"https://amazon.com/dp/B084M67YTD","B084M67YTD","CorelCAD 2020 | Design and Drafting Software | Education Edition [PC/Mac Disc] [Old Version]","Corel","FBM","Software",2593,"CAD & Graphic Design",175,"N/A",0,0,0,12,3.5,"Amazon.com Services LLC",1,"N/A","N/A","Small Standard-Size",5.31,7.48,0.55,0.18081,"N/A","N/A","10/01/2021",32,6,3,0
"https://amazon.com/dp/B0BQVSPWBM","B0BQVSPWBM","Autodesk AutoCAD 2019","Generic","FBM","Software",490,"Office Suites",57.9,"N/A",31,-20,1794.9,2,1,"Umutcan YILDAN",1,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","01/01/2023",639,3,0,15.5
"https://amazon.com/dp/B07GRTGVTR","B07GRTGVTR","Scrapbook Factory Deluxe 5.0 [Media Only]","N/A","-","Software",10391,"Scrapbooking",15.99,"N/A",0,0,0,0,"N/A",,1,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","-",55,2,0,"N/A"
