"URL","ASIN","Title","Brand","Fulfillment","Category","BSR","Subcategory","Price","Price Trend (90 days) (%)","Monthly Sales","Sales Trend (90 days) (%)","Monthly Revenue","Review Count","Reviews Rating","Seller","Number of Active Sellers","Last Year Sales","Sales Year Over Year (%)","Size Tier","Width","Height","Length","Weight","Storage Fee (Jan - Sep)","Storage Fee (Oct - Dec)","Best Sales Period","Age (Month)","Number of Images","Variation Count","Sales to Reviews"
"https://amazon.com/dp/B09FCCLCXR","B09FCCLCXR","Barbecue","N/A","Amazon","CDs & Vinyl",809924,"N/A",70.98,"N/A",0,0,0,"N/A","N/A","Amazon",2,2,"N/A","Large Standard-Size",12.44,4.67,12.92,0.65,"N/A","N/A","03/01/2022",18,1,0,"N/A"
"https://amazon.com/dp/B0037SQ3B2","B0037SQ3B2","Original Album Classics","N/A","FBM","CDs & Vinyl",148789,"Germany",21.33,-92,0,300,0,116,4.6,"momox Shop",1,143,70,"Small Standard-Size",5.6692913385827,0.39370078740157,4.8818897637795,0.26,"N/A","N/A","01/01/2022",143,2,0,0
"https://amazon.com/dp/B003EUQGXI","B003EUQGXI","Roaring Twenties : Hits Of The 20s","N/A","FBM","CDs & Vinyl",24131,"Easy Listening",10.99,-63,3,-37,0,83,4.4,"CreativeBooks99",1,246,5,"Small Standard-Size",4.7244094488189,5.3543307086614,0.23622047244094,0.2205,"N/A","N/A","10/01/2021",89,2,0,0.04
"https://amazon.com/dp/B000LXHGKS","B000LXHGKS","You Don't Have To Be Jewish When You'Re In Love","JMG / Jewish Music","FBM","CDs & Vinyl",102998,"Jewish & Yiddish",29.97,229,8,-8,239.84,133,4.8,"newtownvideos",1,248,31,"Small Standard-Size",4.9,5.6,0.4,0.200655,"N/A","N/A","10/01/2021",144,1,0,0.06
"https://amazon.com/dp/B01BOAFTRI","B01BOAFTRI","We All Have Demons + My Devil in Your Eyes + Know Hope (Limited Edition, 3-LP Set, Colored Vinyl)","Rise","FBM","CDs & Vinyl",178855,"Metal",58.84,75,16,15,941.44,29,4.9,"Gagazet Media",1,172,37,"Large Standard-Size",12.755905511811,15.354330708661,0.94488188976378,1.7199,"N/A","N/A","03/01/2022",81,1,0,0.55
"https://amazon.com/dp/B00AV4DXEA","B00AV4DXEA","Dream Girl: The Misconnception of You","N/A","FBM","CDs & Vinyl",244343,"Korea",120,8,7,0,840,96,4.7,"BaraBaraEU",1,101,58,"Small Standard-Size",7.0866141732283,0.62992125984252,7.0866141732283,0.6174,"N/A","N/A","05/01/2022",121,1,0,0.07
"https://amazon.com/dp/B01FJFYEA2","B01FJFYEA2","Exile on Main Street: Half Speed Mastering","N/A","FBM","CDs & Vinyl",141725,"N/A",55.8,"N/A",0,-143,0,106,4.6,"momox Shop",1,183,-2,"Large Standard-Size",12.200787401575,15,1.2007874015748,1.8963,"N/A","N/A","02/01/2022",81,1,0,0
"https://amazon.com/dp/B00008F4P5","B00008F4P5","Hit Parade 1","N/A","FBM","CDs & Vinyl",920878,"N/A",31.4,114,0,0,0,13,4.2,"thelondonlanecompany_USA",3,"N/A","N/A","Small Standard-Size",4.9724409448819,0.53937007874016,5.5472440944882,0.17691629955947,"N/A","N/A","-",72,1,0,0
"https://amazon.com/dp/B00EW5NEW0","B00EW5NEW0","Best of: Something for the Pain","TRISOL.","FBM","CDs & Vinyl",354115,"Pop Metal",6.11,"N/A",0,0,0,12,4.6,"momox Shop",1,29,142,"Small Standard-Size",4.9724409448819,0.53937007874016,5.5472440944882,0.17707348152655,"N/A","N/A","03/01/2022",75,2,0,0
"https://amazon.com/dp/B003OY6G5C","B003OY6G5C","T for Texas, T from Tennessee","N/A","FBM","CDs & Vinyl",411688,"N/A",17.75,"N/A",0,0,0,3,3.9,"sterlingcds",1,20,100,"Small Standard-Size",4.7,0.3,4.9,0.05,"N/A","N/A","11/01/2022",87,1,0,0
