"URL","ASIN","Title","Brand","Fulfillment","Category","BSR","Subcategory","Price","Price Trend (90 days) (%)","Monthly Sales","Sales Trend (90 days) (%)","Monthly Revenue","Review Count","Reviews Rating","Seller","Number of Active Sellers","Last Year Sales","Sales Year Over Year (%)","Size Tier","Width","Height","Length","Weight","Storage Fee (Jan - Sep)","Storage Fee (Oct - Dec)","Best Sales Period","Age (Month)","Number of Images","Variation Count","Sales to Reviews"
"https://amazon.com/dp/B094QLK8JH","B094QLK8JH","Mushugu Novice Flame Shaped Electric Guitar HSH Pickup Bag Strap Paddle Rocker Cable Wrench Tool, give away tremolo arm,Dark Blue","Mushugu","FBM","Musical Instruments",177786,"Beginner Kits",126.99,"N/A",0,0,0,1,5,"wang li lan bai huo dian",1,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","08/01/2022",7,7,4,0
"https://amazon.com/dp/B00A6WSYH8","B00A6WSYH8","Hall Guitar Slide 7599 - Pyrex Glass Size 5 Short - Clear Glass","Hall Guitar Slide","FBM","Musical Instruments",226673,"Slides",10.5,"N/A",0,0,0,"N/A","N/A","Hall Crystal Flutes",1,"N/A","N/A","Large Standard-Size",2,2,2,1,"N/A","N/A","08/01/2022",7,3,5,"N/A"
"https://amazon.com/dp/B09ZH2NRVY","B09ZH2NRVY","PETIT MANON 1 Pair Silicone Cow Horn Protector Calf Cattle Bull Cow Goat Horn Guards,Round Cow Horn Protector,Cow Horn Anti Fight Protective Cover with Hoop Avoid Cows Hurting Each Other","PETIT MANON","FBA","Musical Instruments",31118,"Cowbells",9.99,-3,24,154,242.16,2,3.1,"StartDreamUS01",1,"N/A","N/A","Large Standard-Size",4.61,9.76,2.01,0.67914,36.11205083333333,125.60713333333332,"02/01/2023",8,6,0,12
"https://amazon.com/dp/B09DSZSTXZ","B09DSZSTXZ","QWORK 55 Gallon Drum Cover for Barrel, 2 Pack Straight Side Barrel Bag Cover, Black","QWORK","FBA","Musical Instruments",2731,"Bags, Cases & Covers",17.97,"N/A",141,,2533.77,302,4.3,"QWORK",1,"N/A","N/A","Large Standard-Size",5.1574803149606,10.393700787402,2.7952755905512,0.97461,59.832586036565665,208.1133427358806,"-",17,7,4,0.47
"https://amazon.com/dp/B06Y1D4BBF","B06Y1D4BBF","Danelectro Baritone Electric Guitar - Black Metalflake","Danelectro","FBM","Musical Instruments",129190,"Drumsticks",569,"N/A",0,-120,0,1,5,"AMS Supply Shop",1,13,"N/A","Small Oversize",16.75,4,48.2,9.35,"N/A","N/A","07/01/2022",49,2,0,0
"https://amazon.com/dp/B08RYQHY3Y","B08RYQHY3Y","Acoustic Guitar Capo for Acoustic Guitar - Electric Guitar Capo with Pick Holder - Quick Change Trigger Capo Acoustic Guitar - Great Gifts for Guitar Ukulele Players - Dark Black","Mq&Kun","FBA","Musical Instruments",29576,"Capos",7.69,"N/A",18,336,138.42,41,4.8,"Mq&Kun music",1,421,"N/A","Small Standard-Size",4.33,4.61,0.71,0.26019,5.659167170138888,19.68405972222222,"05/01/2022",20,9,6,0.44
"https://amazon.com/dp/B09G5TCZCF","B09G5TCZCF","Dan-Fender - Heavy Duty Boat Fender - 520-F01, Eggshell - Bumper for Boats 17ft-20ft","Dan-Fender","FBM","Musical Instruments",49526,"Boat Fenders",49.5,"N/A",2,-57,99,3,3,"Gibo/Dan-Fender",1,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","06/01/2022",19,9,23,0.67
"https://amazon.com/dp/B095S87M8K","B095S87M8K","Frosted A Third eye Chakra Rainbow Colored Quartz Crystal Singing Bowl 8 inch","VAMN MAVN","FBA","Musical Instruments",10759,"Singing Bowls",69.99,"N/A",7,-117,489.93,85,4.7,"RUIYANG-US",1,"N/A","N/A","Small Oversize",9.9,10.6,8.7,3.600765,253.605,634.0124999999999,"12/01/2022",19,4,43,0.08
"https://amazon.com/dp/B002Z8SNAY","B002Z8SNAY","XDrum Stage Hi Hat Stand","XDrum","FBM","Musical Instruments",196417,"Hi-Hat",56.87,-4,0,-50,0,137,4.3,"Amazon Global Store UK",1,2,"N/A","Small Oversize",3.9370078740157,27.55905511811,3.8582677165354,5.3361,"N/A","N/A","01/01/2023",63,2,1,0
"https://amazon.com/dp/B094D27SKQ","B094D27SKQ","FITE ON 9V Guitar Effects Pedal Power Supply with 10 Way Daisy Cord for MOOER GE300 GE250 GE200 GE150 PE100 R7 Modelling Processor Synth Pedal Guitar Multi Effects","FITE ON","FBM","Musical Instruments",187349,"Studio Recording Equipment",15.99,132,0,-100,0,1,1,"FITE ON",1,14,"N/A","Large Standard-Size",3,2,4,0.12,"N/A","N/A","01/01/2023",22,7,2,0
