ASIN,Title,Brand,Fulfillment,Category,Subcategory,Price,Monthly Sales,Sales Trend (90 days) (%),Monthly Revenue,Review Count,Reviews Rating,Seller,Number of Active Sellers,Sales Year Over Year (%),Storage Fee (Jan - Sep),Storage Fee (Oct - Dec),Best Sales Period,Age (Month),Number of Images
B09XLMM328,"Zero Turn Lawn Mower Hitch Kit Fits ZT-X, ZT-XL, IKON X, IKON XL(OEM Replacement Part# 71514900)",Hitter,FBA,"Patio, Lawn & Garden",Deck Parts,19.99,17,0.0,339.83,22.0,4.6,KZOOM-US,1,,86.93991854166667,302.3997166666667,07/01/2022,10,5.0
B092J6TDXT,"Christmas Gifts,Funny Gifts for Women Men,Scented Candles 7 OZ Lavender Natural Soy Candles New Version Highly Scented and Long Lasting Aromatherapy Candle, Best Gifts for Christmas and Mother's Day…",ELBBAY,FBA,Health & Household,Aromatherapy Candles,12.99,17,-121.0,220.83,95.0,4.7,Life 4 You,1,,44.022186875,153.12065,12/01/2021,23,7.0
B07BFSX429,"Tibetan Singing Bowl Set - HandCrafted Antique Tibetan Singing Bowl Set - Great for Meditation, Healing Relaxation Therapy, Stress & Anxiety Relief, Chakra Healing - Best Gift Product (Tibetan)",Moscow-Mix,FBA,Musical Instruments,Singing Bowls,17.99,17,0.0,305.83,83.0,4.3,Urban Homes,1,1139.0,51.07916666666666,177.66666666666666,04/01/2022,60,5.0
B0BCTPCDMQ,"Giant Jawbreakers Candy By Nutic In Pack Of 15 Individually Wrapped Long Lasting Huge Gobstoppers Large Assorted Jaw Breakers at 1 3/4"" Diameter Round Bulk",Nutic,FBA,Grocery & Gourmet Food,Hard Candy,25.96,17,-116.0,0.0,18.0,4.0,Nutic CA,1,,73.88452916666667,256.9896666666667,01/01/2023,7,4.0
B0B62NCYDY,"WRAEK Lion King Birthday Party Decorations, 7 Pack Lion King Theme Honeycomb Centerpieces Table Toppers 3D Table Decorations Cake Toppers for Birthday Party Supplies",WRAEK,FBA,Toys & Games,Centerpieces,8.59,17,0.0,146.03,3.0,2.6,XINFAFA,1,,22.768351666666664,79.19426666666666,02/01/2023,8,7.0
B01BOAFTRI,"We All Have Demons + My Devil in Your Eyes + Know Hope (Limited Edition, 3-LP Set, Colored Vinyl)",Rise,FBM,CDs & Vinyl,Metal,58.84,16,15.0,941.44,29.0,4.9,Gagazet Media,1,37.0,,,03/01/2022,81,1.0
B09G8LVMBB,"Tanaka Power Sport Universal 4 Point Cam Lock Quick Release Racing Seat Belt Harness 2"" Reinforced High Grade Nylon Strap (Red)",TPS Tanaka Power Sport,FBA,Automotive,Seat Belts,42.98,16,-70.0,687.68,39.0,4.6,SGM Direct,1,,83.4420234375,290.233125,04/01/2022,19,8.0
B08KFPS1D3,"Full Size Right Handed Heavy Metal Style Electric 6 String Guitar, Solid Wood Body and Bolt on Neck, Cable and Allen Wrench, Color: Black with Red",Zenison,FBM,Musical Instruments,Solid Body,199.99,16,-19.0,3519.84,6.0,4.5,EDM,1,2650.0,,,12/01/2022,28,5.0
B09XKBMMF1,"8 Pairs French Cleat Picture Hanger, 4 Inch Heavy Duty Aluminum Z Clips Mirror Hanging Hardware, Interlocking Wall Mounting Bracket Hardware for Hanging Painting, Mirrors, Panels, Artwork, Whiteboard",ZIQI,FBA,Tools & Home Improvement,Picture Hanging Materials,23.99,16,0.0,383.84,1.0,5.0,ziqi-Direct,1,,19.089508854166667,66.39829166666667,03/01/2023,7,7.0
B09PL44CS6,"Easter Decorations Resin Bunny Eggs, Cute Rabbit Figurines Easter Eggs Colorful Decor, 13in Large Spring Cute Tabletop Decoration for Home Garden Party Office Holiday",AJDSK,FBA,Home & Kitchen,Collectible Figurines,19.95,16,1200.0,319.2,17.0,4.5,AJDSK,1,,186.32116,648.0735999999999,04/01/2022,15,8.0
B004RZOKWI,Leather Remote Cover/Case Compatible with Viper Remote Control Model 7941V 7944V 7945V,,FBA,Electronics,Remote Controls,15.95,16,95.0,255.2,110.0,4.5,Discount Electronics 2009,3,,3.0026383666611527,10.443959536212704,02/01/2023,113,2.0
B09Q83F6DP,XYAYE V Neck Long Sleeve Teal Bridesmaid Dresses for Women Simple A-line Formal Party Gowns with Slit 18 Plus Size,XYAYE,FBM,"Clothing, Shoes & Jewelry",,78.98,16,1020.0,1263.68,3.0,5.0,FFZU,2,,,,02/01/2023,639,7.0
B099247R9R,"Wall Mounted Spice Racks Organizer, Auledio 4 Pack Seasoning Shelves Organizers for Cabinet, Storage Rack Hanging Shelf Set for Kitchen, Cupboard, Pantry Door, Bathroom, Bronze",AULEDIO,FBA,Kitchen & Dining,Spice Racks,16.99,16,50.0,271.84,130.0,4.5,Auledio Trending,1,,134.93859338541662,469.35162916666656,01/01/2022,18,8.0
B09MR69ZQR,"2023 Lenovo IdeaCentre 3 SFF Desktop Tower, 12th Gen Intel Hexa-Core i5-12400 up to 4.4GHz (Beat i7-11700), 16GB DDR4 RAM, 512GB PCIe SSD, WiFi 6, BT 5.1, Cloud Grey, Windows 11, BROAG Extension Cable",Lenovo,FBM,Computers & Accessories,Towers,629.0,16,0.0,10064.0,8.0,4.8,Hott Tech Geek,1,,,,02/01/2023,16,6.0
B09Q7VN6PZ,XYAYE Long Sleeve Dusty Rose Bridesmaid Dresses Chiffon Long Formal Dresses for Women V Neck Evening Party Dresses with Slit 6,XYAYE,FBM,"Clothing, Shoes & Jewelry",,68.98,16,867.0,1103.68,3.0,5.0,FFZU,2,,,,02/01/2023,7,7.0
B09Q8FRFMN,XYAYE Women's Mint Green Bridesmaid Dresses Long A-line Party Dress Long Sleeve Prom Dresses with Slit V Neck Formal Gowns 2,XYAYE,FBM,"Clothing, Shoes & Jewelry",,68.98,16,833.0,1103.68,3.0,5.0,FFZU,2,,,,02/01/2023,639,7.0
B08ZXK9RGW,"CAOUME Designed for iPhone 12 Pro Max Case 6.7 Inch 2020, Clear Glitter Floral Women Thin Soft TPU Shockproof Protective Cover Flowers Design Case (Blossom)",CAOUME,FBA,Cell Phones & Accessories,Basic Cases,15.98,16,-89.0,255.68,208.0,4.7,CAOUME-US,1,-13.0,12.37309597222222,43.03685555555556,03/01/2021,24,6.0
B09MTCP37X,"50 Count Valentines Plates, Valentines Day Decor Heart Shaped Pink Paper Disposable Plates for Dessert Dinner Appetizer Salad Cake Kids Adults Party Supplies Dinnerware Tableware Decorations 9in",EPHYO,FBA,Health & Household,Plates,19.99,16,0.0,319.84,10.0,4.3,GIFTU US,1,,36.9175514160295,128.4088744905374,02/01/2023,15,7.0
B01MYU1XL9,"Badass Beard Care Black Series - Wide Tooth Ox Horn Comb - 100% Ox Horn, Shaped Teeth, Hand Made, Sanded and Polished",Badass Beard Care,FBA,Beauty & Personal Care,Hair Combs,24.99,16,119.0,399.84,457.0,4.6,Badass Beard Care,2,-16.0,7.700009931953298,26.78264324157669,03/01/2022,75,7.0
B09R5T59D6,"Lisa Frank Coloring Book Super Set for Girls - 4 Lisa Frank Activity Books with Stickers, Games, Puzzles, and More | Lisa Frank Coloring Bundle",Crenstone,FBA,Books,Coloring Books,16.95,16,-86.0,271.2,1.0,4.0,Crenstone,1,,51.20442802083333,178.10235833333334,12/01/2022,14,4.0
B00V2LIFE4,"Crayola Sidewalk Washable Paint Tray, Outdoor - 1 Ea",Crayola,FBA,Toys & Games,Chalk,29.66,16,0.0,477.44,7.0,4.1,"One Shot Distibution, LLC",1,306.0,188.68265625,656.2875,04/01/2022,85,2.0
B09C4CB91L,HEMARTY Rose Gold Glitter Crown Confetti Princess Baby Shower Decorations Crown Confetti Baby Girl Birthday Decorations Princess Girl's Birthday 200pc,Hemarty,FBA,Toys & Games,Decorations,6.99,16,182.0,111.84,651.0,4.7,Puparty Store,1,,3.899165642361111,13.562315277777778,11/01/2022,19,4.0
B099ZFXPF8,Allenjoy Halloween Witches Theme I Smell Children Porch Sign Door Banner for Girl Broom Welcome Party Supplies Decorations Flag Hanging Home Wall Decor Outdoor Indoor Polyester 11.8x70.9 Inch 2PCS,Allenjoy,FBA,"Patio, Lawn & Garden",Yard Signs,12.99,16,-46.0,207.84,160.0,4.7,HaiLong Trading,1,,46.88269887152778,163.07025694444445,09/01/2022,20,6.0
B09Q7PBVGF,XYAYE Chiffon Long Sleeve Bridesmaid Dresses for Women V Neck Formal Party Dresses with Slit Burnt Orange 4,XYAYE,FBM,"Clothing, Shoes & Jewelry",,68.98,16,1020.0,1103.68,3.0,5.0,FFZU,2,,,,02/01/2023,7,7.0
B09Q87G6YP,XYAYE V Neck Bridesmaid Dresses Long for Women Long Sleeve Formal Party Gowns with Slit Sage Green 16 Plus Size,XYAYE,FBM,"Clothing, Shoes & Jewelry",,78.98,16,833.0,1263.68,3.0,5.0,FFZU,2,,,,02/01/2023,639,7.0
B00008NGC6,Wanted Dead or Alive,Capitol /emi,FBM,CDs & Vinyl,Singer-Songwriters,27.15,16,-10.0,0.0,46.0,4.3,i-Deals Store,1,40.0,,,11/01/2021,144,1.0
B002EZOQVI,Avatar - Xbox 360,Ubisoft,FBA,Video Games,,141.11,16,-73.0,2417.76,183.0,4.2,~RIYY STORE~,1,28.0,9.523437499999998,33.12499999999999,05/01/2022,98,7.0
B09Q7T1FH2,XYAYE Women's Long Sleeve Chiffon Bridesmaid Dresses Long A-line Formal Dress with Slit V Neck Evening Party Gowns Aqua Blue 16,XYAYE,FBM,"Clothing, Shoes & Jewelry",,74.98,16,850.0,1199.68,3.0,5.0,FFZU,2,,,,02/01/2023,639,7.0
B08JLKX838,"ProteinWise Smoothie, High Protein, Berry Delicious, Low Carb, Low Cholesterol, Bariatric, Kosher, 7 Count",Proteinwise,FBM,Grocery & Gourmet Food,Protein Drinks,13.99,16,205.0,223.84,17.0,4.5,Proteinwise,1,65.0,,,10/01/2022,26,4.0
B09Q8FDGPR,XYAYE Long Sleeve Bridesmaid Dresses for Women V Neck Taupe Formal Dresses with Slit Chiffon Long A-line Party Gowns 8,XYAYE,FBM,"Clothing, Shoes & Jewelry",,72.98,16,729.0,1167.68,3.0,5.0,FFZU,2,,,,02/01/2023,7,7.0
B0BDKYT4BX,"Mini 15x25 Compact Pocket Folding Binoculars with Low Light Night Vision, High Magnification Ultra-Clear Binoculars with BK4 Roof Prism and FMC Lens, Binoculars for Adults and Kids, Opera Binoculars",HUORE,FBA,Camera & Photo,Binoculars,19.98,16,-37.0,319.68,96.0,4.2,HUORE,1,,23.87847222222222,83.05555555555556,01/01/2023,6,7.0
B074T55LMW,"Costyle Adhesive Phone Card Holder, 4 Pack Credit Card Holder for Back of Phone Silicone Phone Pouch Wallet Sleeve Pocket Stick on iPhone, Samsung Galaxy and Smartphones-Rose, Blue, Grey, Green",Costyle,FBA,Cell Phones & Accessories,Sleeves,4.89,16,0.0,78.24,26.0,4.7,Costyle,1,,4.636088258396948,16.125524377032864,03/01/2023,66,7.0
B00NRYYFB6,"Advanced Recovery Boot Password Reset CD Disc for Windows XP, Vista, 7, 8 (All Versions of Windows - 32 / 64 bit Editions)",DirectSystems,FBM,Software,Backup,8.29,16,0.0,132.64,103.0,3.1,SirTanon,1,-79.0,,,04/01/2021,91,1.0
B09Q81TXGP,XYAYE Women's Maxi Chiffon Bridesmaid Dresses with Sleeves V Neck Ruched Formal Party Dresses with Slit Olive Green 10,XYAYE,FBM,"Clothing, Shoes & Jewelry",,72.98,16,588.0,1167.68,3.0,5.0,FFZU,2,,,,02/01/2023,639,7.0
B086H7HW2H,"Shocker Shift Lock 30K Gooseneck Coupler for 2-5/16"" Ball w/Adjustable Stem, 3-15/16"" Square Top Crank",Shocker Hitch,FBM,Automotive,Gooseneck Hitch,224.99,16,333.0,3599.84,1.0,5.0,Shocker Hitch,1,,,,02/01/2023,36,9.0
B0BP77W4WX,"Telescope for Adults & Kids,70mm Aperture 400mm Refractor Telescope for Astronomy Beginners,Telescope Science Kits for Kids Age 8-12,with Tripod Phone Adapter, Carrying Bag",AeapYar,FBA,Camera & Photo,Refractors,89.98,15,,1349.7,1449.0,4.8,Scxi US,1,,,,12/01/2022,4,8.0
B0949B4XRF,"Proximitck Handmade American Saltwater Fishing Cast Net with Stainless Steel Round Weights for Bait Trap Fish 4Ft Radius, 1/2 in Mesh Size(Green 4Ft)",Proximitck,FBA,Sports & Outdoors,Accessories,41.99,15,81.0,614.85,58.0,4.0,Proximitck,1,,358.6173440625,1247.364675,09/01/2021,22,7.0
B0997YRTL2,Herr's Grilled Cheese Tomato Curls | 6 Ounce | Pack of 3,herrs,FBM,Grocery & Gourmet Food,Corn,19.47,15,-65.0,292.05,25.0,4.3,WhyPayMoreOnline,9,,,,12/01/2022,20,1.0
B0BKF24N7J,"Wired 9"" Reverse Rear View Backup Camera System with TVS Protector Night Vision Waterproof IP69K AHD 720P Camera for Agriculture Equipment/Tractor/Combine/Skid Steer/Snow PLOW/Truck/RV/Cotton Picker",ATPTK,FBA,Electronics,Vehicle Backup Cameras,189.99,15,,2849.85,,,Autopal Technology Limited,1,,188.5505859375,655.828125,01/01/2023,639,9.0
B01LTHYPU8,Recuerdos III,,Amazon,CDs & Vinyl,Latin Christian,25.77,15,0.0,386.55,7.0,4.8,Amazon,1,650.0,,,02/01/2023,75,1.0
B0B1J6ZKG7,"Spooktacular Creations Adult Women Ancient Roman Empress Costume Toga Costume Greek Goddess Outfits Set for Halloween Dress Up Party, Role Play, Cosplay Theme Party-M",Spooktacular Creations,FBA,"Clothing, Shoes & Jewelry",Costumes,26.99,15,0.0,404.85,13.0,4.1,JoyinDirect,1,,108.96516177083332,379.0092583333334,10/01/2022,9,7.0
B08NP5X6VL,"APOSU Silicone VR Face Cover for Oculus Quest 2, Face Pad & Face Cushion Compatible with Oculus Quest 2 VR Headset Face Cover Skin Accessories (Blue)",APOSU,FBA,Video Games,VR Headsets,9.89,15,-52.0,148.35,92.0,4.4,APOSU,1,-85.0,23.117281716847074,80.40793640642461,03/01/2021,29,7.0
B0B3CW66NL,"Harborway Silicone Baby Bibs for Boys Girls, Reusable Waterproof Adjustable Silicone Bibs for Babies & Toddlers(pinkish purple, yolk yellow, dusty blue)",Harborway,FBA,Baby Products,Feeding Bibs,6.99,15,0.0,104.85,3.0,5.0,SKYPIE GIFT,1,,44.11500984375,153.4435125,11/01/2022,10,7.0
B09NBJ69VP,Our First Christmas Engaged Ornament 2022 Mr & Mrs Newly Engagement Decoration Romantic Fiance Fiancee Newly Engaged Gifts (Engaged-2),JUPPE,FBA,Home & Kitchen,Hanging Ornaments,9.99,15,-130.0,149.85,957.0,4.7,ZZKK,1,-72.0,6.060200520833332,21.07895833333333,12/01/2021,16,7.0
B09YL12QM2,"Hook & Loop Fastening Tape Ties Reusable Nylon Cable Wrap Tape Cords Management Straps Wire Organizer Cable Ties, Self Gripping Roll.",AOTU,FBA,Electronics,Cable Straps,9.69,15,68.0,145.35,4.0,5.0,AOTU Worklife,1,,21.20976864583333,73.77310833333333,01/01/2023,8,7.0
B085NKJ819,"2pcs LED Cup Holder Lights for Maserati,7Colors Changing USB Charging Mat Luminescent Cup Pad, LED Interior Atmosphere Lamp for Maserati",Interesting car,FBA,Automotive,Cup Holders,19.99,15,-57.0,299.85,7034.0,3.8,Interesting car,1,-95.0,6.306113197309578,21.934306773250707,04/01/2021,37,8.0
B0B8DNHZN8,"Fdrone Unisex Kids Solid Fleece Tops Cotton Pullover Sweatshirt T-Shirt Toddler Crewneck Long Sleeve (Brown-b#tyu, 2-3 Years)",Fdrone,FBM,"Clothing, Shoes & Jewelry",Clothing,9.23,15,-112.0,138.45,15.0,4.2,Fdrone,1,,,,10/01/2022,7,5.0
B08S7BNGJH,"CasesByLorraine Compatible with iPhone 12 6.1 inch Case, Personalized Custom Name Text Monogram Initials Clear Transparent Case Flexible TPU Soft Gel Protective Cover for iPhone 12 6.1"" (2020)",CasesByLorraine,FBM,Cell Phones & Accessories,Basic Cases,17.39,15,-31.0,260.85,125.0,4.6,CasesByLorraine,1,-57.0,,,05/01/2021,27,7.0
B099TBMSDF,Serious Steel Fitness Weightlifting Thumb Tape - Hook Grip Tape Stretchy Athletic Tape Thumb Tape (Black - Single),SERIOUS STEEL FITNESS,FBA,Health & Household,Athletic Tape & Supplies,6.9,15,-117.0,103.5,30.0,4.5,Serious Steel,2,,11.08669847753081,38.56242948706369,10/01/2022,21,7.0
B08FJ571WP,babyhealthy Kpop StrayKids Album Hoodie Sport Pants Set Felix ChangBin HyunJin Woojin Pullover and Pants Suit Merch Gift,babyhealthy,FBA,Sports & Outdoors,Clothing,42.87,15,-10.0,643.05,56.0,3.7,babyHealthy,1,87.0,222.21343145833328,772.9162833333332,12/01/2021,27,5.0
B095161KP8,"DFGDSF Lovely Cartoon Candy Color Bear Pendant Necklace Ladies Temperament Clavicle Chain Accessories,Green",DFGDSF,FBM,"Arts, Crafts & Sewing",Charms,1.7,15,287.0,25.5,55.0,3.6,TIANYU Home Furnishing,1,,,,08/01/2021,21,2.0
B07DHZ2P88,"Kids Binoculars by IRONTREE GEAR - 8x21 HIGH Resolution Shockproof Compact Toy Binoculars for Kids Set for Boys & Girls - Ideal Binoculars for Hunting, Camping, and Hiking (Orange, Grey)",IronTree Gear,FBA,Camera & Photo,Binoculars,27.99,15,-37.0,419.85,250.0,4.5,IronTree Gear,1,-69.0,19.396666666666665,67.46666666666667,10/01/2021,51,7.0
B0969VV4SK,Vader Immortal: A Star Wars VR Series - PlayStation 4,Perpetual,FBA,Video Games,Games,59.91,15,-53.0,898.65,558.0,4.7,Curbside Group,1,,9.11146796875,31.6920625,11/01/2021,22,15.0
B09VX43TSB,Dyexces Off The Shoulder Tops for Women Boat Neck Long Sleeve Shirts Casual Loose Sweatshirt Tunic Tops Navy,Dyexces,FBM,"Clothing, Shoes & Jewelry",Tunics,12.99,15,-70.0,194.85,249.0,4.3,dyexces,1,,,,09/01/2022,7,7.0
B0B9XSTNJK,"Harapu Assorted Size Small Sparkle Balls, Tinsel Pom Poms Puff Balls Glitter Pompoms for Cat Kittens Arts Crafts Toys DIY Christmas, 100 Pcs",Harapu,FBA,Pet Supplies,Balls,4.96,15,-94.0,74.4,11.0,4.0,YAKDNC,1,,10.2237515625,35.560875,12/01/2022,6,6.0
B0B7CHQGD3,"Vans Toddler's Old Skool, Black/True White, Size 9.5 Toddler",Vans,FBM,"Clothing, Shoes & Jewelry",Sneakers,69.95,15,-3.0,1049.25,25.0,4.8,PRIME GARAG,1,,,,08/01/2022,7,7.0
B0BJ1D384V,Monocular Telescope,FJTJBABA,FBM,Camera & Photo,Monoculars,32.99,15,-112.0,494.85,25.0,3.0,egeshangmao,1,,,,11/01/2022,5,3.0
B09JCGZXPN,"PTUONIU Kickstand Case Compatible with iPhone 13 Pro Case, [2 Ways Stand] Slim Soft Anti-Scratch Full-Body Shockproof Protective Case for iPhone 13 Pro Phone Case, Rose Gold",PTUONIU,FBA,Cell Phones & Accessories,Stands,11.99,15,-25.0,179.85,53.0,4.4,PTUONIU,1,,7.306314166666666,25.413266666666665,01/01/2023,17,7.0
B08WRFTNHV,"Concealment Express Tuck IWB KYDEX Holster fits S&W M&P M2.0 3.6"" 9/40 | Right | Carbon Fiber Black",Concealment Express,FBA,Sports & Outdoors,Gun Holsters,49.95,15,-10.0,749.25,19.0,3.9,Rounded by Concealment Express,1,,64.6875,225.0,08/01/2022,26,9.0
B0B45W38JB,"Muzata 2pack Cable Railing Post Aluminum Post 36""X2""x2"" (Post Body 33'') Angle Top Level drilled Assembled Top Mount Black Finish Wood Concrete Level Deck, PD01 BHAS",Muzata,FBA,Tools & Home Improvement,Railings,219.99,15,-22.0,3449.85,,,Muzata,1,,238.15111111111108,595.3777777777777,01/01/2023,8,6.0
B09LYMDQRS,"THIVOCK Car Vacuum Cleaner,Cordless Rechargeable,with Emergency Light,Flash Light,Double Layer Filter,Powerful Cyclonic Suction,for Home Office and Car Cleaning (8)",THIVOCK,FBA,Home & Kitchen,Handheld Vacuums,20.99,15,-41.0,314.85,10.0,3.7,THIVOCK,2,,67.56373714792608,235.00430312322112,01/01/2023,13,6.0
B0B3XKSJXD,Junior's Off Shoulder Short Homecoming Dress A Line Ruched Satin Lilac Formal Prom Gowns with Pockets CA42,CIYUGNGJG,FBM,"Clothing, Shoes & Jewelry",,51.99,15,64.0,779.85,19.0,3.9,Ourlove Dress,1,,,,02/01/2023,639,7.0
B099T8JM6P,Serious Steel Fitness Weightlifting Thumb Tape - Hook Grip Tape Stretchy Athletic Tape Thumb Tape (3-Pack Blue),SERIOUS STEEL FITNESS,FBA,Health & Household,Athletic Tape & Supplies,15.9,15,-117.0,238.5,30.0,4.5,Serious Steel,2,,21.09685759179073,73.38037423231559,10/01/2022,20,7.0
B09CV51F2B,"MAAIGU 50 Packs 14 x 11 Inches Foam Core Board, 1/8-Inch Thickness Double-Sided Foam Boards, White Foam Board for Artworks, Displays, Signboards",MAAIGU,FBA,Office Products,Foam Boards,21.99,14,0.0,0.0,3.0,2.5,KOHAND-US,1,,414.82837534722216,1442.8813055555554,06/01/2022,17,6.0
B00005QXEL,Blue Screen Life,,FBM,CDs & Vinyl,Lo-Fi,38.0,14,0.0,532.0,81.0,4.7,G&J_books,1,52.0,,,10/01/2021,144,1.0
B000OYITQO,Xbox 360 Wireless Controller - Matte Black,Microsoft,FBM,Video Games,,84.95,14,720.0,1189.3,754.0,4.4,BigDaddyDon1981,1,-2.0,,,12/01/2022,144,2.0
B0002791YC,Maharishi Ayurveda - Protection Plus Sinuses Sinus Support Natural Herbal Supplement | Supplementation for Mucus & Immune Support | Promotes Clear Sinuses (60 Tablets-1000mg),Maharishi Ayurveda,FBA,Health & Household,Sinus Medicine,25.0,14,19.0,420.0,19.0,3.9,Maharishi Ayurveda,1,-54.0,5.333524305555555,18.551388888888887,03/01/2022,92,6.0
B09Q8D5T3B,XYAYE Women's Maxi Chiffon Bridesmaid Dresses with Sleeves V Neck Ruched Formal Party Dresses with Slit Olive Green 16 Plus Size,XYAYE,FBM,"Clothing, Shoes & Jewelry",,78.98,14,629.0,1105.72,3.0,5.0,FFZU,2,,,,02/01/2023,7,7.0
B003EV5NGI,The Red Violin [Blu-ray],,FBA,Movies & TV,,18.98,14,0.0,0.0,2356.0,4.8,Outlet Promotions,1,-66.0,8.94705441641859,31.120189274499445,05/01/2021,116,1.0
B08GSS96KB,"Celebakes by CK Products Bumblebee Yellow Buttercream Premium Icing, 14 oz",Celebakes,FBA,Grocery & Gourmet Food,"Frosting, Icing & Decorations",9.99,14,275.0,139.86,9.0,4.3,National Cake Supply (NCS),1,,20.181877083333333,70.19783333333334,02/01/2023,21,3.0
B094L71T26,"Indian Pumpkin Seeds Salted (4 box deal) , 5/16 oz, 36 count (144 bags) From Candy World Set of 4",Candy World.,FBM,Grocery & Gourmet Food,Pumpkin Seeds,499.99,14,-55.0,6999.86,138.0,4.8,Broad and Pattison Discount Warehouse,1,,,,10/01/2022,23,1.0
B09KV82868,"Sutomlo 5 Pack 10 Gallon Grow Bags Breathable Non-Woven Fabric Pots with Handles & Flap, Garden Potato Grow Bags for Growing Potatoes, Vegetables or Fruits…",Sutomlo,FBA,"Patio, Lawn & Garden",Grow Bags,14.99,14,0.0,209.86,11.0,4.4,Sutomlo Shop,1,,203.03835781250004,706.2203750000002,02/01/2023,16,7.0
B097SXB7HD,Jayamer Back Battery Cover Screw for New 3DS New 3DS XL LL Replacement,Jayamer,FBA,Video Games,PC Game Hardware,6.99,14,1600.0,97.86,5.0,4.7,Jaygame,1,,0.9140263888888888,3.179222222222222,06/01/2022,21,1.0
B0B46VW147,"Creative Snacks Lemon Blueberry Drizzlers, 10 Oz, 6 Ct",Creative Snacks,FBA,Grocery & Gourmet Food,Snack & Trail Mixes,52.51,14,0.0,735.14,7.0,5.0,Creative Snacks Co.,1,,356.562675,1240.2179999999998,09/01/2022,8,2.0
B0B38V9ZW3,Custom Engraved Text/Name Guitar Neck Plate Personalized Plate Plain with Crews Chrome for ST Strat Tele Basses Replacement for Electric Guitar Accessories Gifts (Gold),PHOENIXTANG,FBM,Musical Instruments,Hardware,12.99,14,89.0,181.86,10.0,4.1,Phoenix Tang,1,,,,01/01/2023,639,7.0
B09YMTMBG3,"Bern, Major MIPS Bike/E-Bike Helmet, White, Small",Bern,FBM,Sports & Outdoors,Adult Helmets,130.0,14,275.0,1819.86,2.0,4.5,365 Cycles,1,,,,10/01/2022,11,7.0
B000005GWU,Green Is Beautiful,,FBM,CDs & Vinyl,Soul-Jazz & Boogaloo,89.99,14,0.0,699.86,18.0,4.4,Village Revival Records,1,422.0,,,04/01/2022,144,1.0
B00HJ7IO0A,Give 'Em Hell,CD,FBM,CDs & Vinyl,Hard Rock,33.6,14,0.0,470.4,197.0,4.6,Dorian's Day,1,85.0,,,05/01/2022,109,2.0
B00STTIKHY,"Disney's DONALD DUCK Character 3"" Tall Iron-on/Sew-on Embroidered PATCH",Topffy,FBM,"Arts, Crafts & Sewing",Appliques,5.99,14,-28.0,83.86,87.0,4.6,Appyza,1,16.0,,,02/01/2022,65,1.0
B09ZQVQZSX,"Angel wing earrings for women, Small statement Handmade prom earring, Wings studs for girls, Beaded Butterfly winged Earring (White)",Vani Trapani,FBM,Handmade Products,Stud,24.99,14,-63.0,0.0,5.0,5.0,VANI TRAPANI,1,,,,11/01/2022,6,4.0
B09YMB75DR,"Niunan Geometric 8 Oz Porcelain Ramekins/Dessert Bowls, Dishes Ramekin for Baking, Dessert, Ice Cream, Snack, Oven Safe -Ceramic Bowl Set of 6. (Black)",NiuNan,FBA,Kitchen & Dining,Ramekins,16.59,14,281.0,232.26,10.0,4.2,Niu Home,1,,145.68940247624556,506.74574774346286,07/01/2022,10,7.0
B09NRTZDT1,"Thin Blue Line, Tattered Subdued American Flag Window Decal, USA Flag Blue Lives Matter Vinyl Reflective Sticker For Cars, Trucks, Bicycles, Motorcycles, SUV and Laptops, 5” X 2.75"" – Support Law Enforcement Officers",Alfa Torque,FBA,Automotive,Decals,3.25,14,0.0,45.92,,,NukeArmor,1,,3.002582916666667,10.443766666666669,03/01/2023,14,1.0
B09Q8D5J1Y,XYAYE Women's V Neck Long Sleeve Bridesmaid Dresses Chiffo A-line Formal Party Gowns with Slit Dark Pink 24 Plus Size,XYAYE,FBM,"Clothing, Shoes & Jewelry",,78.98,14,390.0,1105.72,3.0,5.0,FFZU,2,,,,02/01/2023,639,7.0
B09ZQVVLQH,"Angel wing earrings for women, Small statement Handmade prom earring, Wings studs for girls, Beaded Butterfly winged Earring (Silver)",Vani Trapani,FBM,Handmade Products,Stud,24.99,14,-63.0,349.86,5.0,5.0,VANI TRAPANI,1,,,,11/01/2022,639,4.0
B09Q81BN8R,XYAYE Women's Maxi Chiffon Bridesmaid Dresses with Sleeves V Neck Ruched Formal Party Dresses with Slit Olive Green 20 Plus Size,XYAYE,FBM,"Clothing, Shoes & Jewelry",,78.98,14,614.0,1105.72,3.0,5.0,FFZU,2,,,,02/01/2023,7,7.0
B08VS99C41,"Red and Black Snake Leather Sheets: Real Lambskin Leather with Snake Skin Print for Jewelry Making, Crafting and Sewing (Red and Black Snake, 18x24In/ 45x60cm)",LeatherAA ITALIAN LEATHER COMPANY,FBA,"Arts, Crafts & Sewing","Leather Strips, Shapes, & Scraps",27.29,14,-42.0,382.06,25.0,4.4,LeatherAA,1,-25.0,11.615,40.400000000000006,09/01/2021,24,5.0
B09ND8ZMG9,"LQQT 2Pack Friends License Plate Frame,Hey How You Doin?Aluminum Friends License Plate,Friends TV Show Merchandise,Friends Car Accessories,Friends Gifts,Car Tag Frame 12 x 6 Inch Black License Plate",LQQT,FBA,Automotive,Frames,16.99,14,-125.0,0.0,30.0,4.8,LQQT,1,,18.272222222222226,63.55555555555556,12/01/2022,14,7.0
